record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,total,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,,,Sum of total,Column Labels,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0472,,,,,,1,1,2004,20050505,20050505,2FS  TOMMR0160,2FS  TOMMH0160,2FS  TOMMS0160,F,H,B,,0.99,45,N,,,,,0,18647,,,18647,B,,,,,RELEASED AT SIX DIFFERENT SITES IN UPPER SPIUS CREEK,R-Spius Cr,H-Spius Creek H,S-Spius Cr,BC,FRTH,TOMM,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,92050,12,,,,,1,3,2010,20110415,20110516,5F332    0100212040,5F33202  H2     21,5F332    13,P,H,P,FR,6.92,,N,5000,53783,,,5000,1877321,0,1512,1932616,B,,42,442,,TULES HAULED FROM BC TO KK;24500 CWT RELEASED IN NF KLASKANINE ON 4/15/11   HME,KLASKANINE R N FK,BIG CR HATCHERY,BIG CR HATCHERY,OR,LOCR,YOCL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,COOP,4,!04P00064694,,,,,,1,3,2011,20120502,20120506,3F42001         R,3F42001  33     H01,3F42001  360126 S,,H,,,4.53,,,,,,,0,1727,,,1727,,,,,,THIS IS A COOPERATIVE OF SCHOOL GROUPS.  THIS PLANT IS A COMBINATION SEVERAL SCH,COLUMBIA R - GENERAL,FRANKLIN CONSERV DIST,PRIEST RAPIDS   (36),WA,CRGN,CRGNG,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0438,,,,,,1,3,2004,20050425,20050425,2FS  NWVIR0030,2FS  NWVIH0030,2FS  NWVIS0030,F,H,B,,2.05,59,N,,,,,0,42659,,,42659,B,,,,,,R-Gold R,H-Gold River H,S-Gold R,BC,WCVI,NWVI,N,,,,,,,,,,,,
N,4.1,20030625,FWS,FWS,7,!07199800087,,,,,,1,7,1998,19980708,19980708,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,O,VO,47.06,,W,,,,,0,44137,,,44137,W,,,,,"125,892 disposed into hatchery abatement pond, act no. escaping estd; COLE980701",COLEMAN NFH,COLEMAN NFH,COLEMAN NFH,CA,SAFA,SACR,C,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0568,,,,,,1,3,2005,20060502,20060502,2FS  LWFRR0499,2FS  LWFRH0499,2FS  LWFRS0107,S,H,B,,4.5,,N,,,,,0,100000,,,100000,B,,,,,,R-Coquitlam R,H-Coquitlam River H,S-Chilliwack R,BC,FRTH,LWFR,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,186055,12,,,,,1,3,2005,20060622,20060622,2MS  NWVIR6000,2MS  NWVIH6000,2FS  NWVIS0351,S,H,B,,24.5,,N,5000,11437,,,5000,23,,,11460,,0.002,2,1000,,SEAPEN RELEASE (SEE ALSO 186056). COMPARE TO 186057 (RIVER RELEASE),R-Quatsino Sd,H-Quatsino Sound Seapen,S-Marble R,BC,WCVI,NWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN02106,,,,,,1,3,2002,20021220,20021220,2FS  JNSTR6123,2FS  JNSTH0106,2FS  JNSTS0106,Z,H,B,FR,,,N,,,,,0,25505,,,25505,,,,,,,R-Second Is Sl,H-Quinsam River H,S-Quinsam R,BC,JNST,JNSTG,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0265,,,,,,1,3,2002,20030602,20030602,2FS  SWVIR0441,2FS  SWVIH0093,2FS  SWVIS0093,F,H,B,,1.7,,N,,,,,0,24217,,,24217,,,,,,,R-Harris Cr/SWVI,H-San Juan River H,S-San Juan R,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,1,45663,0,,,,,1,1,1984,19860618,19860618,1M1NE111 33,1F1NE111 33,1F1NE111 1710100,S,H,P,,9.7,,,5000,17748,,,5000,3231,,,20979,,0.154,154,500,,R:041317 04(51 53 54 55 56 57 58)63,SPEEL ARM 111-33,SNETTISHAM,KING SALMON R,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,94240,13,,,,,1,1,2004,20050817,20050817,5F333    0270200000,5F33316  H16    21,5F333    21,G,H,E,FR,12.9,,W,5500,52685,500,1098,5500,45084,500,1488,100355,B,0.0239,42,251,,RELEASED INTO RESERVOIR PASSAGE OUT TO SANTIAM R EXPECTED TO BE LOW,DETROIT RES (SANTIAM,MARION FORKS HATCH,SANTIAM R N FK,OR,LOCR,WILL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00048112,,,,,,1,3,2008,20090629,20090629,3F42001  260002 R,3F42001  260002 H02,3F42001  260002 S,,H,,VO,6.86,81,,,,,,5000,422096,,,422096,,,,,,,COWLITZ R    26.0002,COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,WA,LOCR,COWL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00049623,,,,,,1,2,2006,20080509,20080509,3F42001  470052 R,3F42001  470052 H02,3F42001  470001 S02,Y,H,,,69.78,,,,,,,0,99415,,,99415,,,,,,,CHELAN R     47.0052,CHELAN PUD HATCHERY,WELLS HATCHERY,WA,UPCR,WECH,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,82339,0,,,,,1,2,2005,20060608,20060608,2MS  GSVIR5679,2MS  GSVIH5679,2FS  GSVIS0105,S,H,B,,7.5,85,N,5000,16454,,,0,35646,,,52100,B,,,,,SEAPEN REARED; SEE 082343-45.,R-Courtenay Est,H-Comox Bay Seapen,S-Puntledge R,BC,GST,GSVI,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,92013,12,,,,,1,1,2004,20060129,20060206,5F222    1600202000,5F22223  H23    21,5F222    55,S,H,P,FR,64.43,,N,5000,26958,,,5000,262373,,,289331,B,,,,,PRELIMINARY NO RETENTION DATA,ROCK CR (N UMPQUA R),ROCK CR HATCHERY,UMPQUA R (ROCK CR HT),OR,SOOR,UMPQ,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00065967,,,,,,1,3,2012,20130521,20130521,3F21902  240356 R,3F21902  240356 H,3F21902  240251 S,,H,,VO,4.98,,,,,,,5000,306423,,,306423,,,,,,BO=MIXED(HxW),FORK CR      24.0356,FORKS CREEK HATCHERY,WILLAPA R    24.0251,WA,WILP,WILR,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0705,,,,,,1,2,2007,20080527,20080527,2FS  TOMFR1958,2FS  TOMFH1958,2FS  TOMFS1958,S,H,P,,8.52,90,N,,,,,0,206200,,,206200,B,,,,,SEMI-VOLITIONAL REL. FROM RACEWAY THROUGH OUTFLOW CHANNEL INTO SHUSWAP R MID.,R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMF,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0717,,,,,,1,3,2007,20080521,20080521,2MS  NWVIR6383,2MS  NWVIH6383,2FS  NWVIS0087,S,H,B,,6.82,85,N,,,,,0,45003,,,45003,B,,,,,,R-Sucwoa Est,H-Sucwoa Estuary Seapen,S-Sucwoa R,BC,WCVI,NWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,23021,0,,,,,1,1,1984,198503,19850321,2FS  UPFRR0352,2FS  UPFRH0155,2FS  UPFRS0352,S,H,B,,3.6,,N,5000,28146,,,0,458,,,28604,B,,1,,,TIME OF RELEASE: EARLY. SEE 023018-23.,R-Cariboo R Up,H-Quesnel River H,S-Cariboo R Up,BC,FRTH,UPFR,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00019324,,,,,,1,3,1996,19980401,19980410,3F10513  120007 R,3F10513  120007 H02,3F10513  110324 S,Y,H,,,69.78,,,,,,,0,22340,,,22340,,,,,,,CHAMBERS CR  12.0007,CHAMBERS CR HATCHERY,MCALLISTER CR11.0324,WA,SPS,CHAM,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00061548,,,,,,1,3,2003,20040511,20040511,3F10510  080178 R,3F10510  080178 H,3F10510  080178 S,,H,,,6.31,83,,,,,,5000,52382,0,2618,55000,,,,,,,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00063724,,,,,,1,2,2008,20100512,20100512,3F42001  490019 R,3F42001  470001 H02,3F42001  470001 S02,Y,H,,FR,41.61,156,,,,,,5000,668,,,668,,,,,,,OKANOGAN R   49.0019,WELLS HATCHERY,WELLS HATCHERY,WA,UPCR,MEOK,N,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30332,0,,,,,1,1,1990,19920518,19920518,1M1NE109 1099999,1F1NE109 1099999,1F1NE111 1710100,S,H,E,,20.9,,N,5000,9094,,,5000,320,,,9414,C,0.0352,199,293,,ownp,L PORT WALTER 109-10,LITTLE PORT WALTER,KING SALMON R,AK,SEAK,SENE,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0808,,,,,,1,3,2008,20090605,20090605,2FS  GSMNR0124,2FS  GSMNH0124,2FS  GSMNS0124,S,H,P,,4.67,75,N,,,,,0,69537,,,69537,B,,,,,,R-Sliammon R,H-Sliammon River H,S-Sliammon R,BC,GST,GSMN,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180268,12,,,,,1,2,2008,20090531,20090531,2FS  TOMFR1958,2FS  TOMFH1958,2FS  TOMFS1958,S,H,P,,8.2,88,N,5000,25931,,,0,26090,5000,529,52550,B,0.02,56,200,,"ALSO SEE TAGCODES 180266,180267 & 180269",R-Shuswap R Middle,"H-Shuswap River, Middle,",S-Shuswap R Middle,BC,FRTH,TOMF,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,94525,12,,,,,1,3,2006,20070903,20070903,5F222    1800160000,5F22225  H25    21,5F222    36,S,H,B,FR,32.96,,N,5000,207362,0,1642,5000,582,,,209586,B,0.0039,75,511,,,SALMON R,SALMON R HATCHERY,SALMON R,OR,NOOR,SIYA,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,94329,12,,,,,1,3,2005,20060706,20060706,5F332    0100210000,5F33202  H2     21,5F222    52,S,H,P,VO,29.74,,N,5001,24942,,,1,358781,,,383723,B,,,,,PRELIMINARY DATA NO RETENTION DATA,YOUNGS R & BAY,BIG CR HATCHERY,COLE RIVERS HATCHERY,OR,LOCR,YOCL,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN9249,,,,,,1,3,1992,199305,199305,2FS  GSMSR0223,2FS  GSMSH0223,2FS  GSMSS0223,S,H,P,,,,,,,,,0,45000,,,45000,B,,,,,,R-L Campbell R,H-Little Campbell River H,S-L Campbell R,BC,GST,GSMS,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180397,12,,,,,1,3,2008,20090526,20090526,2FS  SWVIR0413,2FS  SWVIH0104,2FS  SWVIS0413,S,H,P,,4.1,72,N,5000,31936,,,0,768,,,32704,B,,1,200,,,R-Nahmint R,H-Robertson Creek H,S-Nahmint R,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,186256,12,,,,,1,2,2008,20090610,20090610,2FN  RIVRR0136,2FN  CCSTH0140,2FN  RIVRS0136,S,H,P,,3.8,,N,5000,29089,,,5000,1003,,,30092,,0.0333,1,300,,ALSO SEE SEAPEN RELEASE: 185755,R-Wannock R,H-Snootli Creek H,S-Wannock R,BC,COBC,RIVR,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN7902,,,,,,1,3,1979,19800514,19800514,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4,,,,,,,0,46797,,,46797,,,,,,,R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN9695,,,,,,1,3,1996,19970526,19970526,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,6.1,,,,,,,0,788502,,,788502,B,,,,,TEST FLUME,R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN99100,,,,,,1,3,1999,20000529,20000602,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,5.98,79,,,,,,0,1215991,,,1215991,B,,,,,,R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,201010604,3,,,,,1,1,1999,20000624,20000624,2FN  YUKNR1732,2FN  YUKNH3156,2FN  TRANS1732,F,H,B,,0.9,,N,5000,11105,,,0,147,,,11252,C,,1,,,SEE ALSO 0201010605 & 0201010606.,R-Takhini R,H-McIntyre Creek H,S-Takhini R,BC,,,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,185236,0,,,,,1,1,2005,20070424,20070425,2FS  TOMMR0253,2FS  TOMMH0160,2FS  TOMMS0253,Y,H,P,,16.69,112,N,5000,26102,,,5000,1130,,,27232,,0.0415,30,313,,"RELEASE SITES: NICOLA RANCH, RIVER RANCH, NORGARDS",R-Nicola R,H-Spius Creek H,S-Nicola R,BC,FRTH,TOMM,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN99136,,,,,,1,3,1999,200006,200006,2FS  SWVIR6367,2FS  SWVIH2676,2FS  SWVIS0104,S,H,B,,5,,N,,,,,0,55000,,,55000,,,,,,"DATE, SIZE, AND NUMBER AT RELEASE ESTIMATED",R-Henderson R,H-Henderson Lake H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN97122,,,,,,1,3,1997,199806,199806,2FS  SWVIR6019,2FS  SWVIH2676,2FS  SWVIS6019,S,H,P,,5,,N,,,,,0,2000,,,2000,,,,,,"DATE, SIZE AND NUMBER AT RELEASE ESTIMATED",R-Clemens Cr,H-Henderson Lake H,S-Clemens Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN98137,,,,,,1,3,1998,199906,199906,2FS  SWVIR6367,2FS  SWVIH2676,2FS  SWVIS0170,S,H,B,,5,,N,,,,,0,85000,,,85000,,,,,,"DATE, SIZE AND NUMBER AT RELEASE ESTIMATED",R-Henderson R,H-Henderson Lake H,S-Kennedy R Up,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,23022,0,,,,,1,1,1984,198503,19850321,2FS  UPFRR0352,2FS  UPFRH0155,2FS  UPFRS0352,S,H,B,,3.6,,N,5000,27317,,,0,457,,,27774,B,,1,,,TIME OF RELEASE: EARLY.SEE 023018-23.,R-Cariboo R Up,H-Quesnel River H,S-Cariboo R Up,BC,FRTH,UPFR,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0787,,,,,,1,3,2007,20080529,20080609,2FS  LWFRR0499,2FS  LWFRH0499,2FS  LWFRS0107,S,H,P,,1.8,,N,,,,,0,100000,,,100000,B,,,,,,R-Coquitlam R,H-Coquitlam River H,S-Chilliwack R,BC,FRTH,LWFR,N,,,,,,,,,,,,
N,4.1,20040825,IDFG,IDFG,10,!10CLWH99-01,,,,,,1,,1997,19990322,19990329,4F-1706030200500.00,4F-1706030800100.09,4F1-17060210002-HUU,S,H,B,FR,25.39,137,N,,,,,5000,285573,,,285573,C,,,,,NPTH Meadow Crk Release,MEADOW CRK:SELWAY R,CLEARWATER HATCHERY,RAPID RIVER,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,92743,12,,,,,1,8,2000,20010601,20010619,5F332    0300100400,5F33201  H1     21,5F334    95,P,H,B,VO,6.5,,N,5000,52139,0,745,5000,745,0,85951,139580,B,0.0139,38,216,,,TANNER CR (BNVILLE),BONNEVILLE HATCHERY,COLUMBIA R UPRIVER S,OR,LOCR,SAND,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,94627,13,,,,,1,1,2006,20071031,20071031,5F333    0201200000,5F33328  H28    21,5F333    24,S,H,P,FR,56.98,,N,5500,48744,500,323,5500,266213,500,1510,316790,B,0.088,74,500,,,SANTIAM R S FK,SOUTH SANTIAM HATCH,SANTIAM R S FK,OR,LOCR,WILL,N,,,,,,,,,,,,
N,4.1,20040825,IDFG,IDFG,10,!10CLWH99-02,,,,,,1,,1997,19990412,19990415,4F-1706030503300.00,4F-1706030800100.09,4F1-17060210002-HUU,S,H,B,VO,29.29,138,N,,,,,5000,246978,,,246978,C,,,,,Contribution,CROOKED R:S FK CLWTR,CLEARWATER HATCHERY,RAPID RIVER,ID,SNAK,CLEA,C,,,,,,,,,,,,
N,4.1,20040825,IDFG,IDFG,10,!10CLWH99-03,,,,,,1,,1997,19990412,19990415,4F-1706030503600.80,4F-1706030800100.09,4F1-17060305001-XUU,S,H,B,VO,19.45,139,N,,,,,5000,360983,,,360983,C,,,,,Contribution,RED RIVER: SFK CLWTR,CLEARWATER HATCHERY,S FK CLEARWATER,ID,SNAK,CLEA,C,,,,,,,,,,,,
N,4.1,20040825,IDFG,IDFG,10,!10CLWH99-05,,,,,,1,,1997,19990412,19990415,4F-1706030503300.00,4F-1706030800100.09,4F1-17060305001-XUU,S,H,B,VO,29.29,138,N,,,,,5000,354003,,,354003,C,,,,,Contribution,CROOKED R:S FK CLWTR,CLEARWATER HATCHERY,S FK CLEARWATER,ID,SNAK,CLEA,C,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,186206,12,,,,,1,2,2006,20070611,20070611,2FN  CCSTR0079,2FN  CCSTH0140,2FN  CCSTS0079,S,H,P,,5.2,,N,5000,27757,,,0,321780,,,349537,B,,,,,RELEASED INTO ATNARKO SPAWNING CHANNEL DIRECT FROM EARTHEN REARING PONDS.,R-Atnarko R Low,H-Snootli Creek H,S-Atnarko R Low,BC,COBC,CCST,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,186037,12,,,,,1,3,2006,20070523,20070523,2FS  GSVIR0324,2FS  GSVIH0118,2FS  GSVIS0118,S,H,P,,5.8,85,N,5000,25005,,,0,46230,,,71235,B,,1,100,,UPPER RIVER RELEASE AT ROAD POOL.,R-Cowichan R Up,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,N,,,,,,,,,,,,
N,4.1,20160202,CDFO,CDFO,3,!03NOCN0595,,,,,,1,3,2005,20060501,20060501,2FN  NCSTR0293,2FN  NCSTH1918,2FN  NCSTS1918,F,H,B,,2,,,,,,,0,1000,,,1000,B,,,,,FED FRY RELEASE. PRELIMINARY DATA,R-Kloiya Cr,H-Oldfield Creek H,S-Oldfield Cr,BC,COBC,NCST,N,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30701,12,,,,,1,1,2006,20080514,20080514,1M1NE109 1099999,1F1NE109 1099999,1F1SE101 7510300,S,H,E,FR,15.78,110,N,5001,6048,,,5001,19,,,6067,C,0.0031,214,318,,"USCTC LOA FIN-CLIPPING PROJECT, OVERWINTER FRESHWATER",L PORT WALTER 109-10,LITTLE PORT WALTER,UNUK R 101-75,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30702,12,,,,,1,1,2006,20080514,20080514,1M1NE109 1099999,1F1NE109 1099999,1F1SE101 7510300,S,H,E,FR,16.23,111,N,5001,6170,,,5001,0,,,6170,C,0,212,258,,"USCTC LOA FIN-CLIPPING PROJECT, OVERWINTER FRESHWATER",L PORT WALTER 109-10,LITTLE PORT WALTER,UNUK R 101-75,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,92012,12,,,,,1,1,2004,20051001,20051001,5F222    1600202000,5F22223  H23    21,5F222    55,S,H,P,VO,55.59,,N,5000,26418,,,5000,54373,,,80791,B,,,,,PRELIMINARY NO RETENTION DATA,ROCK CR (N UMPQUA R),ROCK CR HATCHERY,UMPQUA R (ROCK CR HT),OR,SOOR,UMPQ,N,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30703,12,,,,,1,1,2006,20080514,20080514,1M1NE109 1099999,1F1NE109 1099999,1F1SE101 7510300,S,H,E,FR,16.35,112,N,5001,6089,,,5001,0,,,6089,C,0,211,285,,"USCTC LOA FIN-CLIPPING PROJECT, OVERWINTER FRESHWATER",L PORT WALTER 109-10,LITTLE PORT WALTER,UNUK R 101-75,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30704,12,,,,,1,1,2006,20080514,20080514,1M1NE109 1099999,1F1NE109 1099999,1F1SE101 7510300,S,H,E,FR,15.92,110,N,5001,6077,,,5001,18,,,6095,C,0.003,211,333,,"USCTC LOA FIN-CLIPPING PROJECT, OVERWINTER FRESHWATER",L PORT WALTER 109-10,LITTLE PORT WALTER,UNUK R 101-75,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,22004,0,,,,,1,3,1979,198006,19800608,2FS  GSVIR0151,2MS  GSVIH0151,2FS  GSVIS0362,S,H,B,,6.6,,N,5000,77553,,,5000,2149,,,79702,,0.027,,,,CHEMAINUS MALES/COWICHAN FEMALES,R-Chemainus R,H-Seaspring Salmon Farm,S-ChemainusXCowich,BC,GST,GSVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,82221,0,,,,,1,3,1983,198404,19840425,2MS  JNSTR0131,2FS  JNSTH0106,2FS  JNSTS0106,S,H,E,,3,,N,5000,11621,,,5000,58,,,11679,,0.005,1,,,ESTUARY STUDY - MARINE RELEASE,R-Deepwater Bay,H-Quinsam River H,S-Quinsam R,BC,JNST,JNSTG,N,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30705,12,,,,,1,1,2006,20080514,20080514,1M1NE109 1099999,1F1NE109 1099999,1F1SE101 7510300,S,H,E,FR,16.28,111,N,5001,6098,,,5001,0,,,6098,C,0,210,332,,"USCTC LOA FIN-CLIPPING PROJECT, OVERWINTER FRESHWATER",L PORT WALTER 109-10,LITTLE PORT WALTER,UNUK R 101-75,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,93744,13,,,,,1,1,2003,20050301,20050301,5F333    0300200000,5F33319  H19    21,5F333    19,S,H,P,FR,42.15,,N,5500,32773,500,164,5500,46032,0,55,79024,W,0.0017,35,602,,100% AD OTOLITH,CLACKAMAS R,WILLAMETTE HATCHERY,CLACKAMAS R EARLY,OR,LOCR,WILL,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,94002,13,,,,,1,1,2003,20050307,20050307,5F333    0200300000,5F33334  H34    21,5F333    22,S,H,P,FR,52.86,,N,5500,31302,500,51,5500,384172,,,415525,W,,36,615,,100% AD OTOLITH,WILLAMETTE R M FK-1,DEXTER PONDS (WILLAM,MID WILLAMETTE R,OR,LOCR,WILL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04P00050177,,,,,,1,3,2000,20010515,20010515,3F568 12 PE7FNW R,3F10513  120007 H01,3F10513  110324 S,,H,,,9.65,95,,,,,,5000,93879,0,4116,97995,,,,,,,STEILACOOM LK (PIER),GARRISON HATCHERY,MCALLISTER CR11.0324,WA,SPS,CHAM,N,,,,,,,,,,,,
N,4.1,20020328,NIFC,MUCK,14,!14199800031,,,,,,1,3,1997,19980311,19980311,3F10510  090297 R,3F10510  090113 H02,3F10510  090072 S,F,H,P,FR,3.24,,N,,,,,0,18704,,,18704,W,,,,,,SUNDAY CR    09.0297,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,C,,,,,,,,,,,,
N,4.1,20020328,NIFC,MUCK,14,!14199800032,,,,,,1,3,1997,19980311,19980311,3F10510  090001 R02,3F10510  090113 H02,3F10510  090072 S,F,H,P,FR,3.24,,N,,,,,0,18732,,,18732,W,,,,,,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,C,,,,,,,,,,,,
N,4.1,20020328,NIFC,MUCK,14,!14199800033,,,,,,1,3,1997,19980311,19980311,3F10510  090328 R,3F10510  090113 H02,3F10510  090072 S,F,H,P,FR,3.24,,N,,,,,0,18200,,,18200,W,,,,,,INTAKE CR    09.0328,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,C,,,,,,,,,,,,
N,4.1,20020328,NIFC,COOP,14,!14199800076,,,,,,1,1,1997,19980522,19980605,3F10511  100085 R,3F10511  100080 H02,3F10511  100031 S,G,H,P,VO,5.44,82,N,,,,,0,226500,,,226500,B,,,,,MUCKLESHOOT/PUYALLUP COOP,MINERAL CR   10.0085,CLEARWATER R RRNG PD,WHITE R      10.0031,WA,MPS,PUYA,C,,,,,,,,,,,,
T,4.1,20160906,NMFS,NMFS,2,30706,12,,,,,1,1,2006,20080514,20080514,1M1NE109 1099999,1F1NE109 1099999,1F1SE101 7510300,S,H,E,FR,16.45,111,N,5001,6087,,,5001,0,,,6087,C,0,212,281,,"USCTC LOA FIN-CLIPPING PROJECT, OVERWINTER FRESHWATER",L PORT WALTER 109-10,LITTLE PORT WALTER,UNUK R 101-75,AK,SEAK,SENE,N,,,,,,,,,,,,
N,4.1,20020328,NIFC,MUCK,14,!14199800034,,,,,,1,3,1997,19980311,19980311,3F10510  090001 R02,3F10510  090113 H02,3F10510  090072 S,F,H,P,FR,3.24,,N,,,,,0,19579,,,19579,W,,,,,,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,C,,,,,,,,,,,,
N,4.1,20020328,NIFC,MUCK,14,!14199800035,,,,,,1,3,1997,19980311,19980311,3F10510  090001 R02,3F10510  090113 H02,3F10510  090072 S,F,H,P,FR,3.24,,N,,,,,0,17612,,,17612,W,,,,,,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,C,,,,,,,,,,,,
N,4.1,20020328,NIFC,MUCK,14,!14199800036,,,,,,1,3,1997,19980312,19980312,3F10510  090001 R02,3F10510  090113 H02,3F10510  090072 S,F,H,P,FR,3.24,,N,,,,,0,18970,,,18970,W,,,,,,GREEN R      09.0001,KETA CREEK COMPLEX,BIG SOOS CR  09.0072,WA,MPS,DUWA,C,,,,,,,,,,,,
